state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_DSA,inc_STY,inc_NAT,inc_PRG
53,WA,LIB_1,LIB,14.46,0.0,2.74,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
53,WA,POP_1,POP,6.92,3.66,0.0,0.0,0.0,1.43,0.78,5.66,1.08,7.49,0.0
53,WA,PRG_1,PRG,13.64,0.0,0.0,1.05,0.0,0.0,0.79,4.14,0.0,0.0,0.0
54,WV,CON_1,CON,22.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.31,0.0
54,WV,CUP_1,CUP,11.22,0.9,4.59,0.0,1.83,0.0,1.18,0.0,1.16,0.0,0.0
54,WV,LBR_1,LBR,13.74,0.0,2.09,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0
54,WV,POP_1,POP,7.78,1.57,0.0,0.0,0.0,3.74,0.0,0.0,4.2,0.0,0.0
54,WV,STY_1,STY,10.86,0.53,1.95,0.0,5.36,0.0,0.0,3.8,0.0,0.0,0.0
55,WI,CON_1,CON,23.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,0.0
55,WI,CON_2,CON,0.0,6.32,5.75,0.0,0.0,1.4,6.63,0.0,0.0,0.0,0.0
55,WI,LBR_1,LBR,12.38,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0
55,WI,LIB_1,LIB,11.03,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44
55,WI,POP_1,POP,8.69,0.0,0.0,0.0,0.0,0.56,0.0,0.0,7.84,4.26,0.0
56,WY,CON_1,CON,30.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CON_2,CON,0.0,11.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,0.0
56,WY,CUP_1,CUP,7.28,3.89,2.42,0.75,5.18,0.0,0.0,0.0,0.68,0.0,0.0
56,WY,LIB_1,LIB,13.5,0.0,0.87,0.0,8.81,0.0,0.0,0.0,0.0,0.0,1.65
56,WY,POP_1,POP,16.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0
