state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_STY,inc_LBR,inc_CUP,inc_NAT,inc_LIB,inc_PRG,inc_DSA
53,WA,LIB_1,LIB,13.73,0.0,1.79,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.84
53,WA,NAT_1,NAT,10.45,0.89,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,WA,PRG_1,PRG,12.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
54,WV,CON_1,CON,21.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WV,CUP_1,CUP,11.65,0.78,4.59,0.0,0.0,1.07,0.0,0.0,0.94,0.0,0.0
54,WV,LBR_1,LBR,13.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.0,0.0
54,WV,NAT_1,NAT,11.4,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WV,STY_1,STY,12.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75
55,WI,CON_1,CON,22.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,WI,LBR_1,LBR,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85
55,WI,LIB_1,LIB,10.42,0.0,1.65,0.0,0.0,0.0,0.53,0.0,0.0,8.65,0.0
55,WI,POP_1,POP,9.04,4.96,0.0,0.0,0.0,0.0,0.59,10.87,0.0,0.0,0.0
55,WI,STY_1,STY,6.85,1.0,0.75,0.0,0.0,0.62,2.84,0.0,0.0,0.0,0.0
56,WY,CON_1,CON,29.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CON_2,CON,0.0,11.67,0.0,0.67,0.0,0.0,0.0,9.79,0.0,0.0,0.0
56,WY,CUP_1,CUP,7.7,2.64,2.37,1.57,0.82,1.82,0.0,0.0,0.0,0.0,0.0
56,WY,LIB_1,LIB,12.71,0.0,0.86,0.0,0.0,6.15,0.0,0.0,0.0,1.52,0.0
56,WY,POP_1,POP,17.58,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0
