district_id,state_fips,state_abbr,density_tier,seat_count,n_respondents,elected_0,elected_1,elected_2,elected_3,elected_4,elected_5,elected_6,elected_7,elected_8,elected_9
42-02,42,PA,URBAN,9,373,LIB,LBR_lo_so,CON_hi_pc,LBR_hi_so,CON_lo_pc,CON_lo_es,DSA_lo_es,POP_lo_es,PRG,
42-03,42,PA,URBAN,9,329,LIB_hi_pc,POP_hi_es,CON_lo_pc,CON_hi_pc,CON_lo_es,LIB_lo_pc,LBR_hi_es,LBR_lo_es,NAT_hi_es,
42-04,42,PA,URBAN,7,97,LIB,DSA_lo_es,CON_hi_es,CON_lo_es,CON_lo_pc,LBR_hi_so,LBR_lo_pc,,,
42-05,42,PA,SUBURBAN,7,278,LBR_lo_es,LBR_hi_so,CON_hi_pc,CON_lo_pc,STY_lo_pc,CUP_hi_pc,LIB_hi_pc,,,
42-06,42,PA,SUBURBAN,7,330,PRG,LIB,CON_lo_pc,NAT_hi_es,CON_hi_es,POP_lo_pc,LBR_lo_es,,,
42-07,42,PA,SUBURBAN,7,297,CON_hi_pc,CON_lo_pc,CUP_hi_pc,LIB_hi_pc,CON_hi_es,POP_hi_es,LBR_hi_so,,,
42-08,42,PA,RURAL,7,322,CON_lo_pc,CUP_lo_pc,CON_hi_pc,CON_hi_es,LIB,LBR_hi_so,POP_hi_es,,,
44-01,44,RI,URBAN,6,176,CON_lo_pc,POP_lo_pc,LBR_hi_so,LIB_lo_pc,DSA_lo_es,LBR_lo_so,,,,
45-01,45,SC,URBAN,9,282,DSA_lo_es,CON_hi_pc,CON_lo_pc,LIB_lo_pc,LBR_hi_so,CON_hi_es,CUP_hi_pc,LBR_lo_so,NAT_lo_es,
45-02,45,SC,SUBURBAN,7,246,DSA_lo_es,NAT_lo_es,CON_hi_pc,LBR_lo_es,LBR_hi_es,CON_lo_pc,STY_hi_pc,,,
45-03,45,SC,RURAL,6,11,DSA_lo_es,LBR_hi_so,CON_lo_es,CUP_hi_pc,DSA,NAT_lo_es,,,,
45-04,45,SC,RURAL,5,197,POP_lo_es,LBR_hi_so,STY_lo_pc,CON_lo_es,NAT_lo_es,,,,,
46-01,46,SD,SUBURBAN,5,137,CON_hi_pc,CON_lo_pc,CUP,LIB_hi_pc,STY_hi_pc,,,,,
47-01,47,TN,URBAN,9,252,CON_lo_pc,LBR_hi_es,OAO,DSA_lo_es,STY_lo_es,STY_hi_es,CON_hi_es,CON_hi_pc,NAT_lo_es,
47-02,47,TN,URBAN,7,213,CON_lo_es,CON_hi_pc,DSA_lo_es,STY_lo_es,LBR_hi_es,CUP_lo_pc,NAT_lo_es,,,
47-03,47,TN,SUBURBAN,7,318,NAT_lo_es,CON_hi_pc,CON_lo_es,CON_lo_pc,POP_lo_es,LIB_hi_pc,NAT,,,
47-04,47,TN,SUBURBAN,7,269,CON_hi_pc,CON_lo_pc,LBR_hi_so,POP_lo_pc,CON_lo_es,CUP_hi_pc,NAT_lo_es,,,
47-05,47,TN,RURAL,6,13,CUP_hi_pc,CON_hi_pc,CON_lo_pc,LBR_hi_es,NAT_lo_es,POP_hi_pc,,,,
48-01,48,TX,URBAN,9,469,CON_lo_pc,CON_hi_pc,CUP_lo_pc,STY_hi_es,LBR_lo_es,STY_hi_so,LIB,DSA_hi_es,STY_lo_es,
48-02,48,TX,URBAN,9,256,CON_lo_es,CON_lo_pc,LBR_hi_so,STY_lo_es,LBR_lo_so,CON,CON_hi_pc,CUP_lo_pc,LIB,
48-03,48,TX,URBAN,9,270,LBR_lo_so,DSA_lo_es,LBR_lo_es,CUP_lo_pc,STY_lo_es,CON_lo_es,CON_hi_pc,LBR_hi_es,STY_lo_so,
48-04,48,TX,URBAN,9,276,LBR_hi_pc,CUP_lo_pc,LIB_hi_pc,CON_hi_pc,NAT_lo_es,LBR_lo_so,LBR_hi_es,CON_lo_pc,STY_hi_pc,
48-05,48,TX,URBAN,9,291,CON_hi_pc,CUP_hi_pc,DSA_lo_es,LIB_lo_pc,CON_hi_es,POP_lo_pc,LBR_hi_es,NAT_lo_es,STY_lo_es,
48-06,48,TX,URBAN,9,234,CON_hi_pc,DSA_hi_es,CON_lo_pc,NAT_lo_es,STY_lo_es,CON_hi_es,CUP_hi_pc,LBR_hi_es,LIB,
48-07,48,TX,URBAN,9,353,CON_lo_es,CON_hi_pc,DSA_lo_es,STY_lo_es,POP_lo_es,LBR_hi_so,CON_lo_pc,LIB_hi_pc,NAT_lo_es,
48-08,48,TX,URBAN,9,264,CON_hi_pc,NAT_lo_es,STY_hi_so,LBR_hi_so,CON_lo_pc,CON_lo_es,LIB_lo_pc,CUP_hi_pc,STY_lo_es,
48-09,48,TX,URBAN,7,214,LBR_hi_es,STY_lo_es,CON_lo_pc,CUP_hi_pc,POP_lo_es,CON_lo_es,CON_hi_pc,,,
48-10,48,TX,URBAN,7,162,CON_lo_es,CUP_hi_pc,LBR_hi_so,CUP_lo_pc,DSA_lo_es,STY_lo_es,STY_lo_pc,,,
48-11,48,TX,URBAN,7,115,CON_lo_pc,POP_lo_pc,STY_lo_es,CUP_hi_pc,DSA_lo_es,LIB_hi_pc,OAO,,,
48-12,48,TX,SUBURBAN,7,171,OAO,CUP_lo_pc,STY_lo_es,STY_hi_pc,POP_lo_pc,CON_hi_pc,CON_lo_es,,,
48-13,48,TX,SUBURBAN,7,147,CON_lo_pc,LBR_lo_so,LBR_hi_es,STY_hi_pc,CON_hi_pc,CON_lo_es,NAT,,,
48-14,48,TX,SUBURBAN,7,161,CON_hi_es,LBR_hi_es,CUP_lo_pc,STY_hi_so,CON_lo_pc,CON_lo_es,NAT_lo_es,,,
48-15,48,TX,SUBURBAN,7,5,LBR_hi_es,LBR_lo_so,CON_hi_pc,CON_lo_es,CON_lo_pc,LBR_lo_pc,NAT_lo_es,,,
49-01,49,UT,URBAN,7,218,CON_hi_es,DSA_lo_es,LBR_lo_so,LBR_lo_es,CUP_lo_pc,LIB,STY_hi_pc,,,
49-02,49,UT,URBAN,5,169,LBR_lo_so,NAT_lo_es,POP_lo_es,CON_lo_es,STY_lo_pc,,,,,
50-01,50,VT,RURAL,3,105,PRG,CON_lo_es,LBR_lo_so,,,,,,,
51-01,51,VA,URBAN,9,250,PRG,NAT_lo_es,LIB,CON_hi_pc,LBR_hi_so,CUP_lo_pc,DSA_lo_es,LBR_lo_es,STY_lo_es,
51-02,51,VA,URBAN,9,375,CON_hi_pc,STY_hi_so,LBR_lo_es,LBR_hi_so,CON_lo_pc,CON_lo_es,DSA_lo_es,NAT_lo_es,PRG,
51-03,51,VA,URBAN,7,308,CON_hi_pc,LBR_lo_so,CON_lo_pc,STY_hi_so,CUP_lo_pc,LIB_lo_pc,NAT_lo_es,,,
51-04,51,VA,SUBURBAN,7,26,STY_lo_es,STY_hi_pc,CON_hi_pc,CON_lo_pc,DSA_lo_es,LIB,POP_lo_es,,,
51-05,51,VA,SUBURBAN,7,266,LBR_lo_so,LIB,CON_hi_pc,CON_lo_pc,STY_lo_es,POP_lo_es,LBR_hi_so,,,
51-06,51,VA,RURAL,6,9,CON,CON_lo_pc,CUP_hi_pc,LBR_hi_so,NAT_lo_es,STY_hi_es,,,,
53-01,53,WA,URBAN,9,291,PRG,DSA_lo_es,LBR_lo_so,LIB,CUP_lo_pc,CON_lo_pc,LBR_hi_es,LBR_hi_so,NAT_hi_es,
53-02,53,WA,URBAN,9,275,NAT_hi_es,DSA_lo_es,LBR_hi_so,CON_lo_pc,LIB_hi_pc,LBR_lo_so,CON_hi_pc,POP_hi_es,STY_hi_es,
53-03,53,WA,URBAN,7,217,PRG,NAT_hi_es,CON_hi_es,CUP_hi_pc,LIB_lo_pc,LBR_hi_so,CUP_lo_pc,,,
53-04,53,WA,SUBURBAN,5,191,LBR_hi_so,CON_hi_pc,DSA_lo_es,LIB,CON_lo_es,,,,,
53-05,53,WA,SUBURBAN,5,115,LIB_lo_pc,CON_hi_pc,POP_lo_pc,LBR_hi_so,STY_lo_so,,,,,
53-06,53,WA,RURAL,5,23,CON_lo_pc,CON_hi_es,LBR_hi_so,CON,OAO,,,,,
54-01,54,WV,SUBURBAN,9,335,CON_hi_pc,POP_lo_es,CON_lo_pc,CON_lo_es,STY_hi_so,LBR_hi_so,LBR_hi_es,LIB,NAT_lo_es,
55-01,55,WI,URBAN,9,335,POP_hi_es,LIB,LBR_lo_so,CUP_lo_pc,PRG,NAT_hi_es,CON_hi_es,CON_lo_es,CON_lo_pc,
55-02,55,WI,URBAN,7,319,PRG,LBR_lo_es,LBR_hi_es,CON_lo_pc,POP_lo_es,CON_hi_pc,DSA_lo_es,,,
55-03,55,WI,SUBURBAN,5,191,STY_hi_so,LIB,POP_lo_es,CON_hi_pc,CON_hi_es,,,,,
55-04,55,WI,SUBURBAN,5,224,CON_hi_pc,CON_hi_es,POP_lo_pc,LBR_hi_pc,LIB_lo_pc,,,,,
55-05,55,WI,RURAL,5,19,CON_hi_pc,CON_lo_pc,LBR_hi_so,LIB_lo_pc,NAT_lo_es,,,,,
56-01,56,WY,SUBURBAN,3,70,POP_lo_es,CON_hi_pc,LIB_hi_pc,,,,,,,
