variable,domain,type,stat_label,question,overall,CON/CTR,CON/SD,CON/STY,SD/STY,SD/CON,SD/DSA,SD/CTR,SD/LIB,STY/REF,STY/SD,STY/CON,REF/STY
CC24_424,Elections & Trust,trust_dist,% Not very much,Trust in state government (1=Great deal … 4=None at all),31.65,28.8217,33.4144,35.3064,34.8622,33.4083,37.395,27.27,27.71,38.194,35.62,36.068,38.3244
CC24_424,Elections & Trust,trust_dist,% None at all,Trust in state government (1=Great deal … 4=None at all),13.09,7.7691,9.343,13.2622,11.6673,9.2421,15.535,6.39,7.19,21.819,13.225,14.6251,23.4163
CC24_312a,Approval,approval4,Weighted mean,Job approval — President Biden,2.8887,3.4278,3.0108,3.2699,2.36,2.8987,2.2588,2.6032,1.9443,3.1641,2.4486,3.1041,3.3461
CC24_312a,Approval,approval4_dist,% Strongly approve,Job approval — President Biden,16.69,7.2024,13.5093,8.9136,23.4365,15.2857,22.195,20.37,36.215,10.4875,21.835,11.3396,7.8344
CC24_312a,Approval,approval4_dist,% Somewhat approve,Job approval — President Biden,24.53,12.0943,22.9398,16.2702,37.5506,25.5445,44.81,30.88,42.11,18.3905,35.23,19.8558,14.3864
CC24_312a,Approval,approval4_dist,% Somewhat disapprove,Job approval — President Biden,11.99,11.4295,12.5105,13.7328,18.584,13.1799,17.92,16.815,12.7,15.337,19.165,15.859,13.1022
CC24_312a,Approval,approval4_dist,% Strongly disapprove,Job approval — President Biden,46.78,69.2738,51.0403,61.0792,20.4256,45.9899,15.08,31.935,8.975,55.775,23.765,52.9397,64.667
CC24_312b,Approval,approval4,Weighted mean,Job approval — U.S. Congress,3.076,2.9344,3.0406,2.9737,3.0089,3.0434,3.1802,2.9235,3.1144,3.0661,2.9825,2.9529,3.1314
CC24_312b,Approval,approval4_dist,% Strongly approve,Job approval — U.S. Congress,2.54,3.923,2.0237,3.1268,3.1187,2.0531,1.32,4.795,2.095,3.4365,3.565,3.6506,2.8515
CC24_312b,Approval,approval4_dist,% Somewhat approve,Job approval — U.S. Congress,20.68,24.6031,21.3358,24.0712,24.2252,21.4314,17.33,26.49,20.525,21.952,25.335,25.4255,19.2645
CC24_312b,Approval,approval4_dist,% Somewhat disapprove,Job approval — U.S. Congress,43.42,45.5865,47.1844,45.1056,41.2794,46.6257,43.34,40.275,41.2,39.1685,40.37,42.8967,39.7716
CC24_312b,Approval,approval4_dist,% Strongly disapprove,Job approval — U.S. Congress,33.36,25.8874,29.4516,27.6922,31.3667,29.8846,38.005,28.435,36.175,35.4375,30.72,28.0213,38.1087
CC24_312c,Approval,approval4,Weighted mean,Job approval — U.S. Supreme Court,2.8519,2.2938,2.7339,2.5167,3.2329,2.8217,3.5728,2.9034,3.5267,2.7476,3.1578,2.6408,2.6723
CC24_312c,Approval,approval4_dist,% Strongly approve,Job approval — U.S. Supreme Court,11.79,20.9363,13.255,15.5906,3.9224,11.7904,1.405,10.89,1.835,9.496,4.66,12.994,10.5609
CC24_312c,Approval,approval4_dist,% Somewhat approve,Job approval — U.S. Supreme Court,30.14,44.42,33.2737,39.8506,19.9229,30.8438,9.74,27.23,10.22,36.4285,22.23,36.651,39.3859
CC24_312c,Approval,approval4_dist,% Somewhat disapprove,Job approval — U.S. Supreme Court,19.16,18.9685,20.3066,21.8618,25.1029,20.7742,19.015,22.54,21.395,23.9015,25.79,23.6348,22.3205
CC24_312c,Approval,approval4_dist,% Strongly disapprove,Job approval — U.S. Supreme Court,38.91,15.6753,33.1647,22.697,51.0517,36.5916,69.835,39.34,66.55,30.1785,47.32,26.7202,27.7391
pew_churatd,Religion,ordinal,Weighted mean,Church attendance (1=More than once/week … 6=Never),4.3047,3.849,4.3106,3.9241,4.5373,4.3803,5.0366,4.2957,4.8145,4.0298,4.3918,3.9347,4.058
pew_churatd,Religion,ordinal_dist,% More than once/week,Church attendance (1=More than once/week … 6=Never),6.93,10.1097,6.3922,10.0538,5.0423,5.8365,1.545,6.56,2.585,9.409,6.435,10.2071,8.9418
pew_churatd,Religion,ordinal_dist,% Once/week,Church attendance (1=More than once/week … 6=Never),16.81,22.4356,16.0319,21.005,13.1374,15.1381,7.585,16.865,10.26,20.1425,15.01,20.8758,19.9705
pew_churatd,Religion,ordinal_dist,% 1–2x/month,Church attendance (1=More than once/week … 6=Never),6.59,8.3796,7.0161,7.874,6.1534,6.8143,4.33,7.095,5.585,7.185,6.47,7.7362,7.0945
pew_churatd,Religion,ordinal_dist,% Few times/year,Church attendance (1=More than once/week … 6=Never),13.26,14.9313,14.4299,14.7338,13.4056,14.2642,10.93,13.675,12.125,13.674,13.505,14.4564,13.6233
pew_churatd,Religion,ordinal_dist,% Seldom,Church attendance (1=More than once/week … 6=Never),21.34,19.8113,22.9378,20.2168,23.2374,23.2586,23.43,21.54,23.585,20.484,22.19,19.8791,21.049
pew_churatd,Religion,ordinal_dist,% Never,Church attendance (1=More than once/week … 6=Never),35.06,24.3325,33.1876,26.1166,39.0171,34.6831,52.175,34.26,45.855,29.101,36.385,26.8454,29.3147
pew_religimp,Religion,ordinal,Weighted mean,Importance of religion (1=Very important … 4=Not at all important),2.2895,1.8807,2.23,1.9616,2.4859,2.2913,2.9779,2.2921,2.731,2.0646,2.3866,2.0003,2.0536
pew_religimp,Religion,ordinal_dist,% Very important,Importance of religion (1=Very important … 4=Not at all important),36.11,49.0303,35.6674,45.939,27.2506,33.5018,14.745,34.83,20.155,42.979,31.075,44.8966,43.1999
pew_religimp,Religion,ordinal_dist,% Somewhat important,Importance of religion (1=Very important … 4=Not at all important),23.67,25.6476,26.6706,26.4502,25.5944,26.5523,19.045,24.3,23.25,25.5715,25.49,26.0729,25.7291
pew_religimp,Religion,ordinal_dist,% Not too important,Importance of religion (1=Very important … 4=Not at all important),15.38,13.5436,16.6618,13.1178,18.4838,17.2672,19.895,17.715,19.94,13.4625,17.145,13.1333,13.5802
pew_religimp,Religion,ordinal_dist,% Not at all important,Importance of religion (1=Very important … 4=Not at all important),24.84,11.7786,21.0046,14.493,28.6779,22.6838,46.32,23.16,36.66,17.987,26.295,15.8972,17.4908
pew_bornagain,Religion,binary,% Supporting,Born-again or evangelical Christian,31.2824,42.7426,32.1383,40.5211,25.314,30.3768,13.2269,31.1053,16.6538,38.681,28.4359,39.6846,39.0737
ideo5,Demographics,ordinal,Weighted mean,Ideological self-identification (1=Very Liberal … 5=Very Conservative),3.0532,3.6539,3.2159,3.4461,2.6345,3.1159,2.0255,2.9397,2.3346,3.2984,2.7132,3.2978,3.4399
ideo5,Demographics,ordinal_dist,% Very Liberal,Ideological self-identification (1=Very Liberal … 5=Very Conservative),12.68,2.3509,6.8969,3.9452,11.9275,7.8614,35.555,9.135,17.885,5.563,10.875,5.0755,4.6829
ideo5,Demographics,ordinal_dist,% Liberal,Ideological self-identification (1=Very Liberal … 5=Very Conservative),17.76,5.4932,16.9583,9.4174,28.8412,19.2956,32.115,21.785,37.595,11.5525,26.135,11.9967,8.9175
ideo5,Demographics,ordinal_dist,% Moderate,Ideological self-identification (1=Very Liberal … 5=Very Conservative),34.4,35.7629,37.2051,40.2798,46.0628,38.0478,27.595,42.515,38.815,44.048,47.41,43.5862,41.0852
ideo5,Demographics,ordinal_dist,% Conservative,Ideological self-identification (1=Very Liberal … 5=Very Conservative),21.89,37.1914,25.5242,30.7826,10.1785,22.9693,3.695,19.1,4.575,25.1485,11.94,26.7387,28.3594
ideo5,Demographics,ordinal_dist,% Very Conservative,Ideological self-identification (1=Very Liberal … 5=Very Conservative),13.27,19.2055,13.411,15.5708,2.98,11.8207,1.04,7.465,1.125,13.687,3.63,12.5969,16.9577
CC24_330a,Demographics,ordinal,Weighted mean,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),4.1069,5.097,4.3625,4.7514,3.3723,4.1925,2.4509,3.8796,2.8649,4.4931,3.5051,4.4983,4.732
CC24_330a,Demographics,ordinal_dist,% Very Liberal,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),11.37,2.5423,6.0979,3.8222,10.4383,6.9021,31.81,8.275,15.95,4.946,9.635,4.8405,4.0188
CC24_330a,Demographics,ordinal_dist,% Liberal,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),13.83,3.6181,12.4253,6.317,21.3594,14.228,26.875,16.195,28.99,8.0515,19.155,8.1865,6.217
CC24_330a,Demographics,ordinal_dist,% Somewhat Liberal,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),9.49,4.4243,9.909,6.547,16.3855,11.1055,14.66,12.89,19.95,7.864,15.2,8.0719,6.3283
CC24_330a,Demographics,ordinal_dist,% Moderate,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),25.52,26.0964,27.6246,30.869,35.7256,28.3505,21.145,31.82,27.56,34.773,37.125,33.9618,32.1543
CC24_330a,Demographics,ordinal_dist,% Somewhat Conservative,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),10.06,15.3524,11.1204,13.7342,7.3803,10.3599,2.87,10.215,3.98,13.596,8.325,12.9606,14.5884
CC24_330a,Demographics,ordinal_dist,% Conservative,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),17.31,30.2773,20.2691,24.088,5.8441,17.9837,1.825,13.955,2.41,17.782,7.065,20.1079,20.6361
CC24_330a,Demographics,ordinal_dist,% Very Conservative,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),12.42,17.6891,12.5492,14.6226,2.8602,11.065,0.81,6.645,1.155,12.9875,3.49,11.871,16.0571
pid3,Demographics,categorical_dist,% Democrat,Party identification (3-point),34.18,15.981,29.7884,21.0552,48.0048,33.079,57.905,39.68,61.47,24.0855,44.95,25.4592,19.3389
pid3,Demographics,categorical_dist,% Republican,Party identification (3-point),29.97,52.8474,35.448,40.9824,10.3159,31.5821,3.5,25.39,5.305,29.991,12.01,33.8699,35.2031
pid3,Demographics,categorical_dist,% Independent,Party identification (3-point),27.28,25.7771,27.2172,26.8908,29.6775,27.5734,27.33,28.36,26.975,30.8575,29.595,27.6214,31.4642
pid3,Demographics,categorical_dist,% Other,Party identification (3-point),4.02,2.7552,2.9521,3.9766,3.1059,2.8663,5.06,1.955,2.2,5.2255,3.505,4.1885,5.441
pid3,Demographics,categorical_dist,% Not sure,Party identification (3-point),4.55,2.6392,4.5987,7.0908,8.8993,4.9044,6.215,4.62,4.055,9.835,9.94,8.8552,8.5492
gender4,Demographics,categorical_dist,% Man,Gender,48.62,51.0041,47.021,44.8844,42.8459,46.6949,38.715,49.51,48.285,44.643,41.945,43.2165,46.8053
gender4,Demographics,categorical_dist,% Woman,Gender,50.7,48.826,52.6186,54.8484,56.6604,52.9176,58.085,50.15,51.31,55.114,57.595,56.4887,52.9988
gender4,Demographics,categorical_dist,% Non-binary,Gender,0.56,0.0612,0.2849,0.1976,0.4803,0.3196,3.08,0.285,0.365,0.225,0.45,0.2458,0.1707
gender4,Demographics,categorical_dist,% Other,Gender,0.12,0.1087,0.071,0.0696,0.0067,0.0627,0.11,0.05,0.035,0.018,0.005,0.0489,0.0252
race,Demographics,categorical_dist,% White,Race/ethnicity,67.25,73.7881,68.7271,63.6774,52.2765,67.0938,61.285,61.44,63.03,55.456,50.03,57.6417,60.324
race,Demographics,categorical_dist,% Black,Race/ethnicity,11.64,8.1875,10.6066,14.9186,20.0044,11.3919,13.435,14.13,14.205,19.2755,21.84,18.5938,16.0501
race,Demographics,categorical_dist,% Hispanic,Race/ethnicity,9.61,7.832,9.5323,10.2306,13.7498,10.0127,11.7,11.395,11.145,12.033,14.095,11.6831,10.7907
race,Demographics,categorical_dist,% Asian,Race/ethnicity,4.27,4.1706,5.0212,4.5078,5.8686,5.1853,5.225,5.3,5.385,4.0825,5.685,4.6956,3.6569
race,Demographics,categorical_dist,% Native American,Race/ethnicity,1.15,1.1895,0.903,1.302,1.0284,0.8781,0.88,1.07,0.63,1.677,1.185,1.4054,1.6879
race,Demographics,categorical_dist,% Multiracial,Race/ethnicity,3.99,2.9407,3.5964,3.6062,5.2763,3.8155,5.925,4.605,4.03,4.735,5.31,4.1421,4.4634
race,Demographics,categorical_dist,% Other,Race/ethnicity,1.73,1.5671,1.3766,1.4404,1.4097,1.3744,1.015,1.61,1.27,2.2615,1.435,1.4611,2.5639
race,Demographics,categorical_dist,% Middle Eastern,Race/ethnicity,0.35,0.3121,0.2213,0.3054,0.3796,0.2333,0.53,0.445,0.3,0.4795,0.415,0.3692,0.4632
educ,Demographics,categorical_dist,% No HS,Education level,6.31,7.1751,6.4828,8.8358,7.4671,6.3684,5.075,6.42,3.995,9.3185,8.395,9.5233,8.5814
educ,Demographics,categorical_dist,% HS grad,Education level,29.15,35.0438,30.5656,34.5798,28.931,29.9361,23.36,31.11,23.315,34.683,30.455,34.6987,34.5635
educ,Demographics,categorical_dist,% Some college,Education level,19.87,17.7907,19.8825,18.8912,21.657,20.2176,23.19,19.98,20.35,21.241,21.305,19.2978,21.6358
educ,Demographics,categorical_dist,% 2-year degree,Education level,10.1,10.1555,10.5862,10.4444,10.8305,10.6329,9.445,10.415,10.52,10.522,10.78,10.4995,10.4785
educ,Demographics,categorical_dist,% 4-year degree,Education level,21.46,19.2315,20.3883,17.895,19.3335,20.5081,24.21,19.88,24.105,16.3525,18.35,17.1627,16.7238
educ,Demographics,categorical_dist,% Post-grad,Education level,13.12,10.6097,12.0956,9.3554,11.771,12.3366,14.71,12.19,17.705,7.882,10.705,8.8161,8.0196
urbancity,Demographics,categorical_dist,% City,Type of area (1=City … 4=Rural),26.82,23.0216,25.0186,27.1102,32.537,25.7874,30.34,28.96,30.19,30.3265,33.48,29.8343,27.9305
urbancity,Demographics,categorical_dist,% Suburb,Type of area (1=City … 4=Rural),39.93,39.8248,41.3773,37.75,38.8582,41.4225,44.31,39.705,41.975,33.7625,37.41,36.3716,34.0251
urbancity,Demographics,categorical_dist,% Town,Type of area (1=City … 4=Rural),12.55,12.6901,12.5191,11.9722,12.2022,12.5342,12.0,12.875,12.9,12.8565,11.985,11.7844,13.4668
urbancity,Demographics,categorical_dist,% Rural area,Type of area (1=City … 4=Rural),20.18,24.057,20.441,22.6454,15.4755,19.5623,12.645,17.705,14.265,22.4115,16.24,21.4169,23.9816
urbancity,Demographics,categorical_dist,% Other,Type of area (1=City … 4=Rural),0.52,0.4128,0.6451,0.528,0.9204,0.6933,0.7,0.75,0.665,0.643,0.88,0.5969,0.5959
region,Demographics,categorical_dist,% Northeast,Region,16.92,15.0974,16.7906,14.3248,16.3666,16.9901,18.155,16.255,20.155,14.0575,15.405,13.7976,14.6642
region,Demographics,categorical_dist,% Midwest,Region,20.85,22.5156,21.0006,20.4434,18.446,20.7235,19.985,20.635,19.845,19.444,18.185,19.5423,20.2626
region,Demographics,categorical_dist,% South,Region,38.92,43.3537,40.1736,44.4854,40.1128,39.7196,37.33,40.5,33.075,42.7925,41.78,45.1522,41.2079
region,Demographics,categorical_dist,% West,Region,23.31,19.0295,22.0397,20.7464,25.0813,22.5721,24.535,22.61,26.93,23.706,24.635,21.508,23.8654
age,Demographics,continuous,Median,"Age (years, derived from birth year)",50.0,55.9848,51.872,50.18,41.342,50.6672,38.0,47.0,49.0,41.6,40.5,46.5617,43.0488
age,Demographics,continuous,Q25,"Age (years, derived from birth year)",34.0,39.231,36.763,36.28,28.3368,35.7088,27.0,31.0,34.0,30.15,28.0,33.5232,31.4177
age,Demographics,continuous,Q75,"Age (years, derived from birth year)",64.0,66.4924,64.436,61.7,57.6788,63.8336,51.5,62.0,63.5,56.15,56.5,59.1155,57.4177
faminc_new,Demographics,ordinal,Weighted mean,Family income,6.82,6.7589,6.8153,6.2917,6.2901,6.8007,6.6807,6.6149,7.1868,5.8808,6.0781,6.0413,6.0546
faminc_new,Demographics,ordinal_dist,% <$10k,Family income,6.25,4.5186,4.9638,8.6484,9.3612,5.1589,7.7,6.045,4.69,12.45,10.865,10.6333,11.291
faminc_new,Demographics,ordinal_dist,% $10k–20k,Family income,7.11,7.3157,7.2157,7.9038,8.437,7.3045,8.54,8.11,6.365,8.2795,8.725,8.4017,7.7561
faminc_new,Demographics,ordinal_dist,% $20k–30k,Family income,10.25,10.7777,11.141,11.5772,12.6347,11.2916,10.46,11.95,10.035,11.943,12.83,12.1217,11.3526
faminc_new,Demographics,ordinal_dist,% $30k–40k,Family income,9.19,10.0576,9.2019,9.769,8.8911,9.1025,9.14,9.485,8.405,9.452,9.105,9.7604,9.3361
faminc_new,Demographics,ordinal_dist,% $40k–50k,Family income,7.97,8.1043,8.5162,8.2302,8.0146,8.48,7.53,7.66,8.37,7.657,7.895,8.0252,7.7041
faminc_new,Demographics,ordinal_dist,% $50k–60k,Family income,8.89,9.5504,8.7177,9.6962,8.8294,8.6311,7.945,9.08,7.97,10.385,9.21,9.8875,10.4031
faminc_new,Demographics,ordinal_dist,% $60k–70k,Family income,6.76,7.198,7.2514,6.7878,6.4487,7.1942,6.185,6.69,6.92,6.517,6.255,6.4587,6.8538
faminc_new,Demographics,ordinal_dist,% $70k–80k,Family income,7.26,7.7632,7.4596,6.7716,6.7095,7.4325,6.86,7.63,7.71,6.0815,6.43,6.4236,6.2753
faminc_new,Demographics,ordinal_dist,% $80k–100k,Family income,9.26,10.0738,9.473,8.6238,7.4004,9.2892,7.8,8.695,8.96,7.669,7.035,7.8295,8.3608
faminc_new,Demographics,ordinal_dist,% $100k–120k,Family income,7.59,6.7343,7.0944,6.4664,6.5526,7.0883,7.945,6.565,7.775,6.891,6.3,6.1942,7.4307
faminc_new,Demographics,ordinal_dist,% $120k–150k,Family income,8.01,7.8252,7.9286,6.8248,6.2814,7.8269,7.745,6.92,8.445,5.6985,5.825,6.1253,6.1929
faminc_new,Demographics,ordinal_dist,% $150k–200k,Family income,5.79,5.459,5.4234,4.4944,4.7072,5.4256,5.78,5.49,6.655,3.689,4.335,4.1188,3.8737
faminc_new,Demographics,ordinal_dist,% $200k–250k,Family income,2.64,2.1269,2.5385,2.0384,2.5287,2.5889,3.12,2.425,3.35,1.6025,2.335,1.9557,1.5391
faminc_new,Demographics,ordinal_dist,% $250k–350k,Family income,1.75,1.4335,1.6621,1.0284,1.7192,1.7352,1.96,1.985,2.74,0.732,1.475,0.9457,0.7248
faminc_new,Demographics,ordinal_dist,% $350k–500k,Family income,0.8,0.563,0.9461,0.668,1.0311,0.986,0.955,0.78,1.055,0.61,0.925,0.6508,0.61
faminc_new,Demographics,ordinal_dist,% $500k+,Family income,0.49,0.5138,0.4877,0.4932,0.4633,0.484,0.33,0.49,0.55,0.3485,0.465,0.4863,0.2996
marstat,Demographics,categorical_dist,% Married,Marital status,46.62,52.9159,47.8747,46.9574,36.3991,46.4658,33.235,42.485,43.285,39.2695,35.84,43.1616,41.3177
marstat,Demographics,categorical_dist,% Separated,Marital status,1.8,1.5559,1.767,2.0274,2.1622,1.7919,1.68,1.7,1.455,2.761,2.27,2.1945,2.8298
marstat,Demographics,categorical_dist,% Divorced,Marital status,10.17,11.2678,10.4427,10.2508,9.3143,10.3146,8.105,10.44,10.62,9.93,9.22,9.8614,10.3284
marstat,Demographics,categorical_dist,% Widowed,Marital status,5.39,7.0523,6.1872,6.244,4.1002,5.9078,3.035,4.94,4.76,4.4585,4.085,5.5893,4.6269
marstat,Demographics,categorical_dist,% Never married,Marital status,30.45,23.0795,28.2219,29.0554,40.1945,29.7046,46.085,34.11,33.68,36.38,40.73,32.9959,33.9895
marstat,Demographics,categorical_dist,% Domestic/civil partnership,Marital status,5.57,4.1247,5.5066,5.4608,7.8264,5.8153,7.86,6.32,6.2,7.1955,7.85,6.1914,6.9039
child18,Demographics,binary,% Supporting,Children under 18 in household,21.8211,20.5624,21.0545,23.8053,25.2648,21.3216,21.2736,22.6916,20.3803,29.4453,26.404,25.5821,29.3079
numchildren,Demographics,continuous,Median,Number of children,1.0,1.6231,1.5545,1.58,1.0,1.4792,0.5,1.0,1.0,1.0,1.0,1.4077,1.0
numchildren,Demographics,continuous,Q25,Number of children,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numchildren,Demographics,continuous,Q75,Number of children,2.0,2.6231,2.5545,2.58,2.0,2.4792,1.5,2.0,2.0,2.0,2.0,2.4077,2.0
ownhome,Demographics,categorical_dist,% Own,Home ownership,67.25,73.2198,68.8575,66.2152,56.9394,67.5691,54.78,63.6,65.16,58.0925,55.705,62.0042,60.5283
ownhome,Demographics,categorical_dist,% Rent,Home ownership,29.44,24.6538,27.608,30.8154,38.122,28.6539,39.545,32.655,31.1,37.922,39.55,34.6698,35.5605
ownhome,Demographics,categorical_dist,% Other,Home ownership,3.31,2.1302,3.5345,2.9694,4.9387,3.777,5.675,3.75,3.74,3.9855,4.745,3.3261,3.9112
immstat,Demographics,categorical_dist,"% Immigrant, naturalized",Immigration background,5.63,6.4619,5.5756,6.2324,6.7205,5.6577,5.485,7.455,5.665,6.127,6.995,6.7011,5.4497
immstat,Demographics,categorical_dist,"% Immigrant, not citizen",Immigration background,2.25,1.2418,1.9937,2.455,3.7945,2.182,3.485,2.61,2.82,3.3925,4.005,3.1011,2.8945
immstat,Demographics,categorical_dist,"% US-born, parent immigrant",Immigration background,10.73,9.2079,10.7629,10.3602,13.841,11.2079,14.385,12.515,12.325,11.6985,13.74,11.2751,10.9976
immstat,Demographics,categorical_dist,"% US-born, grandparent immigrant",Immigration background,17.86,18.2453,18.197,16.3964,13.908,17.8212,14.335,15.04,18.83,12.7525,13.135,14.7458,13.5222
immstat,Demographics,categorical_dist,% 3+ gen US-born,Immigration background,63.53,64.8468,63.4708,64.556,61.736,63.1312,62.305,62.385,60.355,66.034,62.125,64.1769,67.1423
sexuality,Demographics,categorical_dist,% Heterosexual/straight,Sexual orientation,87.04,94.8019,89.6552,91.2578,83.4847,88.6808,70.355,88.13,83.45,87.9265,83.995,89.5503,88.899
sexuality,Demographics,categorical_dist,% Lesbian/gay woman,Sexual orientation,1.21,0.3825,0.9825,0.81,1.6106,1.0827,2.57,1.045,1.885,1.0075,1.555,0.9823,0.8536
sexuality,Demographics,categorical_dist,% Gay man,Sexual orientation,2.8,1.2078,2.5628,1.3258,3.718,2.8422,4.525,3.16,5.3,1.513,3.26,1.4964,1.3573
sexuality,Demographics,categorical_dist,% Bisexual,Sexual orientation,5.65,1.9102,4.0747,3.636,6.8946,4.4896,15.29,4.76,6.025,5.475,6.775,4.463,5.0947
sexuality,Demographics,categorical_dist,% Other,Sexual orientation,1.52,0.7211,0.7951,1.1274,1.4252,0.8433,4.22,1.11,1.25,1.62,1.565,1.3807,1.4751
sexuality,Demographics,categorical_dist,% Prefer not to say,Sexual orientation,1.79,0.9791,1.9307,1.8446,2.8568,2.061,3.03,1.785,2.09,2.4525,2.84,2.1254,2.3167
employ,Employment & Labor,categorical_dist,% Full-time,Employment status,38.26,35.8215,36.0369,35.6446,37.6579,36.2899,39.3,37.92,38.025,37.7775,37.535,36.0977,38.022
employ,Employment & Labor,categorical_dist,% Part-time,Employment status,10.8,10.8326,10.6274,11.237,12.1373,10.7622,12.17,12.055,10.67,12.6265,12.4,11.8142,12.4037
employ,Employment & Labor,categorical_dist,% Temporarily laid off,Employment status,0.82,0.6651,0.831,0.9402,1.4861,0.9056,0.86,1.25,0.95,1.2365,1.54,1.1659,1.05
employ,Employment & Labor,categorical_dist,% Unemployed,Employment status,8.1,6.4943,7.1068,9.241,10.6708,7.353,11.995,8.405,7.355,11.401,11.56,10.7142,10.2746
employ,Employment & Labor,categorical_dist,% Retired,Employment status,22.79,29.0591,25.5587,23.4614,15.3236,24.4345,11.5,20.565,23.545,14.2465,14.33,19.8724,15.4001
employ,Employment & Labor,categorical_dist,% Permanently disabled,Employment status,6.28,6.6357,6.6871,6.8178,6.3995,6.6359,5.85,6.18,5.715,7.4395,6.445,6.7472,7.7854
employ,Employment & Labor,categorical_dist,% Homemaker,Employment status,6.22,6.5726,6.7103,6.9854,6.5023,6.6546,6.18,6.05,5.43,7.873,6.605,6.963,8.2606
employ,Employment & Labor,categorical_dist,% Student,Employment status,4.58,2.3791,4.3404,3.6664,7.0722,4.7681,9.375,5.405,6.015,4.763,6.86,4.428,4.1726
employ,Employment & Labor,categorical_dist,% Other,Employment status,2.14,1.5462,2.1113,2.0204,2.7636,2.2062,2.775,2.175,2.3,2.643,2.74,2.2134,2.6321
union,Employment & Labor,categorical_dist,% Current member,Labor union membership,5.75,4.59,5.1291,4.2218,5.7402,5.303,6.775,5.905,7.22,4.4755,5.4,4.2718,4.5099
union,Employment & Labor,categorical_dist,% Former member,Labor union membership,16.02,15.3509,16.3921,13.6366,13.5615,16.3063,13.505,14.275,18.69,11.4565,12.445,12.2978,12.3928
union,Employment & Labor,categorical_dist,% Never member,Labor union membership,78.23,80.0591,78.4788,82.1416,80.6983,78.3907,79.72,79.82,74.09,84.068,82.155,83.4304,83.0973
unionhh,Employment & Labor,categorical_dist,% Currently member,Household union membership,6.42,5.1332,6.4111,5.179,7.2714,6.6514,7.15,6.775,7.785,6.7585,6.81,5.2565,7.2891
unionhh,Employment & Labor,categorical_dist,% Formerly member,Household union membership,10.65,10.8451,10.4914,8.989,8.2364,10.3513,9.37,9.76,12.385,6.8995,7.615,8.0327,7.3541
unionhh,Employment & Labor,categorical_dist,% Never member,Household union membership,75.05,78.3081,75.8962,76.3232,72.9522,75.4662,72.36,75.41,71.925,73.9985,73.065,75.4548,74.2394
unionhh,Employment & Labor,categorical_dist,% Not sure,Household union membership,7.89,5.7136,7.2013,9.5046,11.5367,7.5311,11.125,8.055,7.91,12.3335,12.505,11.25,11.1075
hadjob,Employment & Labor,binary,% Supporting,Had a job in the past 5 years (% Yes),44.9808,40.1734,43.2416,45.7692,48.8291,43.7123,53.6291,43.2062,44.2746,48.8698,49.9065,47.9485,47.1653
gigwork,Employment & Labor,binary,% Supporting,Gig / freelance work (% Yes),17.4966,16.5645,16.3799,19.2345,22.3173,16.8626,22.1329,20.7628,15.9811,24.2602,23.5275,21.5771,23.1092
investor,Employment & Labor,binary,% Supporting,Owns stocks or mutual funds (% Yes),43.1723,43.3582,42.84,37.8692,36.027,42.4615,37.9871,40.2828,48.2037,31.7973,33.9825,34.9113,33.3608
milstat_1,Demographics,binary,% Supporting,Currently serving in military (% Yes),0.5149,0.4743,0.2007,0.5399,0.6228,0.2209,0.2379,0.737,0.2651,1.1597,0.7616,0.7281,1.1542
milstat_3,Demographics,binary,% Supporting,Previously served in military (% Yes),9.4919,11.7491,10.4846,10.1922,6.2821,9.9642,4.8492,7.7006,7.3184,7.3221,6.0941,8.8091,8.0408
presvote20post,Voting History,categorical_dist,% Biden,2020 Presidential vote,40.12,19.903,34.0949,22.7884,53.8481,37.8531,66.14,47.485,73.585,25.2215,49.825,27.2716,20.1272
presvote20post,Voting History,categorical_dist,% Trump,2020 Presidential vote,35.84,59.0115,41.4694,47.099,9.9134,36.7519,3.575,24.3,4.765,35.1805,11.53,37.9585,42.7668
presvote20post,Voting History,categorical_dist,% Jorgensen,2020 Presidential vote,0.89,1.151,1.1777,1.179,1.15,1.174,0.725,1.11,0.775,1.096,1.15,1.1704,1.0743
presvote20post,Voting History,categorical_dist,% Hawkins,2020 Presidential vote,0.26,0.0598,0.237,0.1194,0.3338,0.2619,0.565,0.215,0.32,0.1465,0.29,0.1315,0.1411
presvote20post,Voting History,categorical_dist,% Other,2020 Presidential vote,0.48,0.5481,0.3977,0.4284,0.3932,0.394,0.46,0.565,0.32,0.4895,0.405,0.4318,0.5094
presvote20post,Voting History,categorical_dist,% Did not vote,2020 Presidential vote,22.42,19.3202,22.6177,28.3758,34.3583,23.5604,28.535,26.325,20.235,37.8605,36.795,33.0262,35.3776
