state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_DSA,inc_STY,inc_NAT,inc_PRG
37,NC,LIB_1,LIB,9.23,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,8.18
37,NC,POP_1,POP,9.6,2.59,0.0,0.0,0.0,1.87,0.0,0.0,4.12,3.56,0.0
37,NC,STY_1,STY,7.23,0.7,9.31,0.0,0.0,2.71,0.0,0.71,0.0,0.0,0.0
38,ND,CON_1,CON,24.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,CUP_1,CUP,12.69,3.9,2.12,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0
38,ND,LBR_1,LBR,15.53,0.0,0.0,0.0,0.0,0.0,0.0,2.43,2.59,0.0,0.0
38,ND,LIB_1,LIB,9.78,0.0,2.69,0.0,1.41,0.0,0.0,0.0,0.0,0.0,5.5
38,ND,POP_1,POP,13.99,9.37,0.0,0.0,0.59,0.0,0.0,0.0,0.86,0.0,0.0
39,OH,CON_1,CON,24.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42,0.0
39,OH,CUP_1,CUP,9.54,3.79,2.63,0.93,0.0,0.0,0.67,0.0,0.0,0.0,0.0
39,OH,LBR_1,LBR,10.96,0.0,1.06,0.0,0.0,0.0,0.0,4.45,4.13,0.0,0.0
39,OH,LIB_1,LIB,10.5,0.0,0.95,0.0,1.26,0.0,0.0,1.25,0.0,0.0,3.49
39,OH,POP_1,POP,8.92,4.04,0.0,0.0,1.9,0.0,0.0,0.0,3.19,1.65,0.0
40,OK,CON_1,CON,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,CUP_1,CUP,9.65,4.67,3.95,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0
40,OK,LBR_1,LBR,7.51,0.0,0.0,0.0,0.0,0.0,11.83,5.97,3.42,0.0,0.0
40,OK,NAT_1,NAT,18.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,POP_1,POP,8.82,5.29,0.0,0.0,0.0,1.46,0.0,0.0,2.54,0.0,0.0
41,OR,CON_1,CON,12.4,0.0,0.68,5.99,0.0,3.01,0.0,0.0,0.0,0.0,0.0
41,OR,LBR_1,LBR,11.02,3.07,0.0,1.2,0.0,1.84,0.0,8.13,2.15,0.0,0.0
